scraped_name,name,website,industry,squareLogo,overallRating,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating
hospital housekeeping systems,Hospital Housekeeping Systems,www.hhs1.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/311635/hospital-housekeeping-systems-squarelogo-1409845782734.png,2.4,2.1,2.3,2.4,2.5,2.1
hospitality staffing solutions,Hospitality Staffing Solutions,www.hssstaffing.com,Consulting,https://media.glassdoor.com/sqll/358213/hospitality-staffing-solutions-squarelogo-1426659299438.png,2.8,2.6,2.2,2.1,2.5,2.6
"host international, inc.",Host International,www.hmscorp.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/362043/host-international-squarelogo.png,3.8,3.8,3.4,3.2,3.5,3.6
houghton mifflin,Houghton Mifflin Harcourt,www.hmhco.com,Publishing,https://media.glassdoor.com/sqll/275/houghton-mifflin-harcourt-squarelogo.png,3.3,3.4,2.8,3.3,3.0,3.4
house of representatives,House Research Organization,www.hro.house.state.tx.us,,,0,0.0,0.0,0.0,0.0,0.0
"housing management resources, inc.",Housing Management Resources,www.hmrproperties.com,Real Estate,https://media.glassdoor.com/sqll/829499/housing-management-resources-squarelogo-1452538212645.png,3.6,3.6,3.4,3.4,3.1,3.7
howard hughes medical institute,Howard Hughes Medical Institute,www.hhmi.org,Grantmaking Foundations,https://media.glassdoor.com/sqll/2834/howard-hughes-medical-institute-squarelogo-1410796424549.png,4.1,4.0,3.6,4.3,3.5,3.9
hp,Hewlett-Packard,www.hp.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/327/hewlett-packard-squarelogo-1447451672880.png,3.3,3.4,2.8,3.1,3.0,3.6
hp hood,HP Hood,www.hood.com,Food & Beverage Manufacturing,https://media.glassdoor.com/sqll/6301/hp-hood-squarelogo-1376683270127.png,3.0,2.7,2.2,3.6,2.7,2.1
"hrc, inc.",Huvard Research and Consulting,www.hrclab.com,,,0,0.0,0.0,0.0,0.0,0.0
hris systems,Inter-Con Security,www.icsecurity.com,Security Services,https://media.glassdoor.com/sqll/18557/inter-con-security-squarelogo-1389295904701.png,2.7,2.1,2.1,3.1,2.3,2.1
huddle house,Huddle House,www.huddlehouse.com,Casual Restaurants,https://media.glassdoor.com/sqll/16173/huddle-house-squarelogo.png,2.7,2.6,2.2,1.8,2.3,2.3
hudson group,Hudson Group,www.hudsongroupusa.com,Media & Entertainment Retail Stores,https://media.glassdoor.com/sqll/4418/hudson-group-squarelogo.png,2.4,2.3,2.1,2.7,2.3,2.1
human resource dimensions,Human Resource Dimensions,www.hrdracc.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/391821/human-resource-dimensions-squarelogo-1431960378711.png,4.5,5.0,4.3,4.4,4.6,5.0
human resources,Human Resources,www.humanresourcesllc.com,Building & Personnel Services,,3.6,3.6,3.6,3.3,3.6,4.0
human resources inc,Human Resources Inc,www.hrcorp.net,Staffing & Outsourcing,,3.0,3.0,3.0,3.5,3.0,3.0
humana,Humana,www.humana.com,Insurance Carriers,https://media.glassdoor.com/sqll/340/humana-squarelogo-1373551320972.png,3.5,3.6,3.0,3.5,3.3,3.4
huntington ingalls industries,Huntington Ingalls Industries,www.huntingtoningalls.com,Aerospace & Defense,https://media.glassdoor.com/sqll/398616/huntington-ingalls-industries-squarelogo.png,3.2,3.0,2.5,3.5,3.3,3.3
hunton & williams,Hunton & Williams,www.hunton.com,Legal,https://media.glassdoor.com/sqll/3226/hunton-and-williams-squarelogo.png,3.3,3.3,2.7,3.6,2.8,3.5
hunton & williams llp,Hunton & Williams,www.hunton.com,Legal,https://media.glassdoor.com/sqll/3226/hunton-and-williams-squarelogo.png,3.3,3.3,2.7,3.6,2.8,3.5
"hunton & williams, llp",Hunton & Williams,www.hunton.com,Legal,https://media.glassdoor.com/sqll/3226/hunton-and-williams-squarelogo.png,3.3,3.3,2.7,3.6,2.8,3.5
"hx5, llc",HX5,www.hxfive.com,Aerospace & Defense,,5.0,5.0,5.0,4.5,4.5,5.0
hyatt,Hyatt,www.hyatt.com,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/2839/hyatt-squarelogo.png,3.8,4.0,3.4,3.7,3.7,3.4
hypergen inc.,HyperGen,www.hypergeninc.com,IT Services,https://media.glassdoor.com/sqll/816483/hypergen-squarelogo-1453126062669.png,3.5,2.8,2.8,2.8,2.9,3.4
hyperion biotechnology,Hyperion Biotechnology,www.hyperionbiotechnology.com,Advertising & Marketing,https://media.glassdoor.com/sqll/718539/hyperion-biotechnology-squarelogo-1442396832149.png,3.4,3.5,3.0,2.7,2.8,4.3
"hyperion biotechnology, inc.",Hyperion Biotechnology,www.hyperionbiotechnology.com,Advertising & Marketing,https://media.glassdoor.com/sqll/718539/hyperion-biotechnology-squarelogo-1442396832149.png,3.4,3.5,3.0,2.7,2.8,4.3
"i360technologies, inc.",i360technologies,www.i360technologies.com,IT Services,https://media.glassdoor.com/sqll/390701/i360technologies-squarelogo-1469709440348.png,1.0,1.0,1.0,1.0,1.0,1.0
"ian, evan & alexander corporation","Ian, Evan and Alexander",www.iea-corp.com,,,2.4,2.8,2.4,2.5,2.4,3.4
ibm,IBM,www.ibm.com,Consulting,https://media.glassdoor.com/sqll/354/ibm-squarelogo-1468349448058.png,3.4,3.3,2.8,3.0,3.3,3.5
"icf incorporated, llc",ICF,www.icf.com,Consulting,https://media.glassdoor.com/sqll/18654/icf-international-squarelogo-1474399283871.png,3.6,3.7,3.4,3.1,3.5,3.7
icf international,ICF,www.icf.com,Consulting,https://media.glassdoor.com/sqll/18654/icf-international-squarelogo-1474399283871.png,3.6,3.7,3.4,3.1,3.5,3.7
icf international inc,ICF,www.icf.com,Consulting,https://media.glassdoor.com/sqll/18654/icf-international-squarelogo-1474399283871.png,3.6,3.7,3.4,3.1,3.5,3.7
ici services corporation,ICI Services,www.icisrvcs.com,Architectural & Engineering Services,https://media.glassdoor.com/sqll/335760/ici-services-squarelogo-1424757671564.png,3.4,3.5,2.9,3.2,2.8,3.8
icon clinical research,ICON,www.iconplc.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/8344/icon-squarelogo-1465321258588.png,3.1,3.1,2.7,3.3,2.8,3.1
iconma llc,ICONMA,www.iconma.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/33807/iconma-squarelogo.png,3.4,3.2,3.1,3.1,3.1,3.3
icsa inc,ICSA Software International,www.icsasoftware.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/643560/icsa-software-international-squarelogo-1437483326732.png,3.0,3.1,2.6,2.6,2.9,4.3
idc,IDC,www.goidc.com,Accounting,https://media.glassdoor.com/sqll/219922/idc-squarelogo-1412020005565.png,3.0,3.3,2.9,2.8,2.6,2.9
ideal innovations inc,Ideal Innovations,www.idealinnovations.com,Consulting,https://media.glassdoor.com/sqll/152766/ideal-innovations-squarelogo.png,3.6,3.9,3.6,4.0,3.3,3.8
"ideal innovations, inc.",Ideal Innovations,www.idealinnovations.com,Consulting,https://media.glassdoor.com/sqll/152766/ideal-innovations-squarelogo.png,3.6,3.9,3.6,4.0,3.3,3.8
idi distributors,IDI Distributors,www.idi-insulation.com,Construction,https://media.glassdoor.com/sqll/395672/idi-distributors-squarelogo-1434119067080.png,3.0,3.7,3.5,3.2,2.7,4.1
idiscovery solutions inc,iDiscovery Solutions,www.idiscoverysolutions.com,Legal,https://media.glassdoor.com/sqll/468046/idiscovery-solutions-squarelogo-1412100967257.png,4.1,4.4,3.9,3.8,4.0,3.7
ies,IES,www.ies-corp.com,,,4.0,3.0,4.0,4.0,4.0,4.0
"ies holdings, inc.",IES Residential,www.iesresidential.com,,,2.4,1.7,1.7,1.4,1.7,1.4
"ifas, llc",IFAE,www.ifae.com,,,0,0.0,0.0,0.0,0.0,0.0
igt,IGT Geotechnik und Tunnelbau,www.igt.co.at,,,0,0.0,0.0,0.0,0.0,0.0
ih services,IH Services,www.ihservices.com,Building & Personnel Services,https://media.glassdoor.com/sqll/883341/ih-services-squarelogo-1463495038209.png,1.7,2.0,1.9,1.8,2.1,2.3
iheartmedia,iHeartMedia,www.iheartmedia.com,Radio,https://media.glassdoor.com/sqll/354635/iheartmedia-squarelogo-1476984950682.png,3.2,3.0,2.7,2.4,2.6,3.2
ihg,InterContinental Hotels Group,www.ihg.com,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/4232/intercontinental-hotels-group-squarelogo-1432302320361.png,3.8,3.8,3.3,3.5,3.5,3.5
ihop,IHOP,www.ihop.com,Casual Restaurants,https://media.glassdoor.com/sqll/136349/ihop-squarelogo-1436307858430.png,3.0,2.8,2.6,2.3,2.8,2.8
ii software,I & I Software,www.iandisoft.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/269981/i-and-i-software-squarelogo.png,0,0.0,0.0,0.0,0.0,0.0
iii software,Cisco Systems,www.cisco.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/1425/cisco-systems-squarelogo-1479855777953.png,3.8,3.8,3.2,3.8,3.5,3.9
"illinois tool works, inc.",Illinois Tool Works,www.itw.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/348/illinois-tool-works-squarelogo.png,3.2,3.2,2.9,3.3,2.9,3.3
image services staffing,Image Services Staffing,www.imageservicesstaffing.com,,,3.9,3.5,3.3,2.9,3.9,3.7
imagine one technology,Imagine One Technology & Management,www.imagine-one.com,Research & Development,https://media.glassdoor.com/sqll/678406/imagine-one-technology-and-management-squarelogo-1376561692240.png,3.3,3.0,3.0,3.2,2.7,3.3
imagine one technology & management,Imagine One Technology & Management,www.imagine-one.com,Research & Development,https://media.glassdoor.com/sqll/678406/imagine-one-technology-and-management-squarelogo-1376561692240.png,3.3,3.0,3.0,3.2,2.7,3.3
"imber group, inc",The Imber Group,www.imbergroup.com,Consulting,https://media.glassdoor.com/sqll/1485348/the-imber-group-squarelogo-1481126255262.png,0.0,5.0,5.0,3.0,4.0,4.0
img,IMG Worldwide,www.wmeimg.com,Sports & Recreation,https://media.glassdoor.com/sqll/5350/img-squarelogo.png,3.7,3.4,3.2,2.8,3.4,3.4
img college,IMG College,www.imgcollege.com,Advertising & Marketing,https://media.glassdoor.com/sqll/539917/img-college-squarelogo-1424425292987.png,4.0,4.0,3.5,2.7,3.8,3.8
imi material handling logistics,IMI Material Handling Logistics,www.imilogistics.com,Logistics & Supply Chain,,2.5,1.0,1.0,3.0,1.0,3.0
immixgroup inc,immixGroup,www.immixgroup.com,IT Services,https://media.glassdoor.com/sqll/28683/immixgroup-squarelogo-1438859518586.png,3.7,3.7,3.6,3.0,3.9,3.8
"immucor, inc.",Immucor,www.immucor.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/1505/immucor-squarelogo-1424714595286.png,2.3,2.1,1.9,3.1,2.4,2.2
imobile,iMobile,www.imobileus.com,Consumer Electronics & Appliances Stores,https://media.glassdoor.com/sqll/435969/imobile-squarelogo-1424153683515.png,2.3,2.1,2.3,2.5,2.4,2.4
imri,IMRI,www.imri.com,Accounting,,2.2,2.2,1.8,1.9,1.3,2.8
ims health incorporated,IMS Consulting Group,www.imsconsultinggroup.com,Consulting,https://media.glassdoor.com/sqll/461567/ims-consulting-group-squarelogo.png,3.4,3.3,2.9,2.8,3.2,2.8
inadev corp,Inadev,www.inadev.com,IT Services,,4.1,4.1,4.1,3.0,3.0,4.1
incadence strategic solutions,InCadence Strategic Solutions,www.incadencecorp.com,IT Services,https://media.glassdoor.com/sqll/657989/incadence-strategic-solutions-squarelogo-1429598480839.png,4.7,4.5,4.4,4.6,4.4,4.7
indivior inc.,Indivior,www.indivior.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/949639/indivior-squarelogo-1464682731023.png,2.5,2.9,2.2,3.0,2.2,2.8
indrasoft inc,IndraSoft,www.indrasoft.com,IT Services,https://media.glassdoor.com/sqll/903657/indrasoft-squarelogo-1449835360492.png,3.1,2.9,3.3,3.0,2.4,3.6
indus,INDUS,www.induscorp.com,IT Services,https://media.glassdoor.com/sqll/27647/indus-squarelogo.png,3.3,3.6,3.5,3.7,3.5,4.0
"indus group, inc.",Indus Group (Virginia),www.igiit.ws,Enterprise Software & Network Solutions,,1.0,1.0,1.0,1.0,1.0,1.0
industrial hygiene program,Community Health Accreditation Partner,www.chapinc.org,,,2.1,2.2,2.2,2.3,2.2,3.2
"indyne,inc.",InDyne,www.indyneinc.com,IT Services,https://media.glassdoor.com/sqll/14721/indyne-squarelogo.png,3.6,3.4,3.0,4.0,3.0,3.6
inertia dynamics,Inertia Dynamics,www.idicb.com,Industrial Manufacturing,,0,0.0,0.0,0.0,0.0,0.0
infinity global,Infinity Global,www.infinityrp.com,Logistics & Supply Chain,https://media.glassdoor.com/sqll/455628/infinity-global-squarelogo-1466163985803.png,3.7,3.9,3.2,3.8,3.4,3.3
infinity solutions inc,Infinity Consulting Solutions,www.infinity-cs.com,Consulting,https://media.glassdoor.com/sqll/274004/infinity-consulting-solutions-squarelogo-1431041795684.png,3.5,3.2,3.4,3.1,3.5,3.0
infoblox,Infoblox,www.infoblox.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/35108/infoblox-squarelogo-1380144823826.png,3.5,3.7,3.3,3.8,3.3,3.6
infor,Infor,www.infor.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/15375/infor-global-squarelogo.png,3.3,3.0,2.9,3.3,3.0,3.6
inforeliance corporation,InfoReliance,www.inforeliance.com,IT Services,https://media.glassdoor.com/sqll/37174/inforeliance-squarelogo-1474637687087.png,3.6,3.4,3.1,3.9,3.4,3.2
information builders,Information Builders,www.informationbuilders.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/4044/information-builders-squarelogo-1477019169723.png,3.6,3.8,3.1,3.4,3.2,4.0
information management group,Information Management Group,www.imgva.com,IT Services,https://media.glassdoor.com/sqll/334124/information-management-group-squarelogo-1468436386149.png,3.3,3.4,3.5,3.4,3.1,4.1
"information management group, inc.",Information Management Group,www.imgva.com,IT Services,https://media.glassdoor.com/sqll/334124/information-management-group-squarelogo-1468436386149.png,3.3,3.4,3.5,3.4,3.1,4.1
information resources inc,PRISM,www.prisminc.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/393341/prism-squarelogo.png,4.3,4.0,4.1,4.0,4.1,4.1
"infospan, inc.",Infospan,www.infospaninc.com,IT Services,https://media.glassdoor.com/sqll/375038/infospan-squarelogo.png,3.0,0.0,0.0,0.0,0.0,0.0
infralogix,Infralogix,www.infralogix.com,Building & Personnel Services,,0,0.0,0.0,0.0,0.0,0.0
infused solutions llc,Infused Solutions,www.infusedsolutions.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/264502/infused-solutions-squarelogo-1426849960728.png,2.9,2.8,2.5,2.9,2.2,3.6
ingenesis,InGenesis,www.ingenesis.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/786931/ingenesis-squarelogo-1427200990950.png,2.9,2.6,2.2,2.6,2.5,2.7
ingersoll rand,Ingersoll Rand,www.ingersollrand.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/349/ingersoll-rand-squarelogo-1396022667256.png,3.6,3.7,3.2,3.6,3.4,3.6
ingevity,Ingevity,www.ingevity.com,Chemical Manufacturing,https://media.glassdoor.com/sqll/1102652/ingevity-squarelogo-1446742194298.png,3.4,3.1,3.1,3.5,3.1,3.6
inmar,Inmar,www.inmar.com,IT Services,https://media.glassdoor.com/sqll/322106/inmar-squarelogo-1468525055629.png,3.1,3.4,3.0,3.5,3.2,3.5
"innovate!, inc.",Innovate,www.innovateteam.com,Advertising & Marketing,https://media.glassdoor.com/sqll/359293/innovate-squarelogo-1441803924721.png,3.4,2.9,2.9,2.9,2.5,4.0
inova health system,Inova,www.inova.org,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/6293/inova-squarelogo.png,3.1,3.1,2.5,3.0,3.2,3.0
inova solutions,Inova Solutions,www.inovasolutions.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/32207/inova-solutions-squarelogo-1463571624926.png,4.0,3.0,4.3,2.6,4.4,4.0
inovalon,Inovalon,www.inovalon.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/159289/inovalon-squarelogo.png,2.4,2.1,1.9,2.5,2.2,2.9
"inovalon, inc.",Inovalon,www.inovalon.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/159289/inovalon-squarelogo.png,2.4,2.1,1.9,2.5,2.2,2.9
in-q-tel inc,In-Q-Tel,www.iqt.org,Investment Banking & Asset Management,https://media.glassdoor.com/sqll/13928/in-q-tel-squarelogo-1390425355395.png,5.0,5.0,5.0,3.0,4.0,5.0
inquisit,InquisIT,www.inquisitllc.com,,,4.3,4.3,4.5,4.0,3.5,4.5
inserso,Inserso,www.inserso.com,IT Services,https://media.glassdoor.com/sqll/23306/inserso-squarelogo-1464692481590.png,3.9,3.8,3.3,3.8,3.1,3.5
inside washington publishers,Inside Washington Publishers,www.iwpnews.com,Publishing,https://media.glassdoor.com/sqll/16885/inside-washington-publishers-squarelogo-1425901173430.png,3.3,3.1,3.4,2.6,3.4,3.5
insight imaging,Insight Imaging (CA),www.mycdi.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/741039/insight-imaging-ca-squarelogo-1398889994206.png,3.2,2.1,1.8,3.4,2.0,3.3
insight llc,Transportation Insight,www.transportationinsight.com,Logistics & Supply Chain,https://media.glassdoor.com/sqll/152795/transportation-insight-squarelogo-1424678980704.png,3.4,3.1,2.9,2.9,3.1,3.2
insights training,Insights Training Group,www.insightsllc.net,Education Training Services,,1.5,1.0,1.0,1.0,1.3,2.6
insigma inc.,Insigma,www.insigmainc.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/485916/insigma-squarelogo-1441977503442.png,3.1,3.2,2.9,2.9,4.4,2.9
insignia technology services,Insignia Technology Services,www.insigniatechnology.com,IT Services,https://media.glassdoor.com/sqll/240692/insignia-technology-services-squarelogo.png,3.5,3.6,3.1,3.5,3.1,3.2
insource solutions,InSource,www.insourcenow.com,Advertising & Marketing,https://media.glassdoor.com/sqll/717427/insource-squarelogo-1430145541312.png,3.6,3.2,2.7,2.8,2.7,3.7
insperity inc,Insperity,www.insperity.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/3608/insperity-squarelogo.png,3.6,3.8,3.3,3.5,3.2,3.8
institute for advanced learning & research,The Institute for Advanced Learning and Research,www.ialr.org,Social Assistance,,3.0,4.0,1.0,3.0,2.0,2.0
institute for defense analyses,Institute for Defense Analyses,www.ida.org,Federal Agencies,https://media.glassdoor.com/sqll/25645/institute-for-defense-analyses-squarelogo-1398360494825.png,3.8,3.6,3.7,3.7,3.2,4.4
insurance auto auctions,Insurance Auto Auctions,home.iaai.com,Auctions & Galleries,https://media.glassdoor.com/sqll/2120/insurance-auto-auctions-squarelogo.png,3.0,2.9,2.5,3.1,2.8,3.4
integer,Integer,www.integer.net,Health Care Products Manufacturing,https://media.glassdoor.com/sqll/1380104/integer-squarelogo-1475678827139.png,3.2,2.8,2.3,2.2,3.0,3.0
integral,Integral,www.integral-online.com,Construction,https://media.glassdoor.com/sqll/418925/integral-squarelogo-1463734501435.png,4.0,3.2,2.5,2.7,2.4,3.1
"integrated data services, inc.",Integrated Data Services,www.get-integrated.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/936167/integrated-data-services-squarelogo-1469515922342.png,4.0,4.0,4.0,5.0,4.0,4.0
integrated electrical services,Integrated Electrical Services,www.ies-co.com,Construction,https://media.glassdoor.com/sqll/7386/integrated-electrical-services-squarelogo.png,2.5,2.6,2.6,2.8,2.6,2.7
"integrated global services, inc.",Integrated Global Services,www.integratedglobal.com,Advertising & Marketing,https://media.glassdoor.com/sqll/286929/integrated-global-services-squarelogo-1451481740464.png,3.0,3.0,3.0,3.0,2.0,3.0
integrated health services,Integrated Health Services,www.integratedhealthservices.org,,,2.0,3.0,2.0,3.0,2.0,4.0
"integrated medical systems international, inc.",Integrated Medical Systems International,www.imsready.com,Health Care Products Manufacturing,https://media.glassdoor.com/sqll/14210/integrated-medical-systems-international-squarelogo-1424436081980.png,2.7,2.7,2.3,3.0,2.5,3.0
"integrated resource technologies, inc",Integrated Resource Technologies,www.irti.com,IT Services,,1.0,1.0,1.0,1.0,1.0,2.0
"integration innovation, inc. (i3)",i3,www.i3-corps.com,Aerospace & Defense,https://media.glassdoor.com/sqll/682235/i3-squarelogo-1429617759792.png,3.9,3.9,3.9,4.1,3.4,4.1
integration technologies group,Integration Technologies Group,www.itgonline.com,IT Services,https://media.glassdoor.com/sqll/797039/integration-technologies-group-squarelogo-1429619918266.png,2.7,3.2,2.8,2.8,2.5,3.0
integrative centers for science and medicine,Integrative Centers for Science and Medicine,www.integrativemedsci.org,,,0,0.0,0.0,0.0,0.0,0.0
integrity aerospace group,Integrity Aerospace Group,www.integrityaerospace.com,Industrial Manufacturing,,0,0.0,0.0,0.0,0.0,0.0
